what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1392680543640
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1392680564155
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1392680565826
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1392680566208
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1392680615641
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1392680622079
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1392680632202
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1392680633921
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1392680634815
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1392680657901
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1392680663243
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1392680667842
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1392680671237
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1392680686947
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1392680712711
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1392680713380
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1392680723388
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1392680739776
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1392680740495
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1392680740918
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1392680741573
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1392680743671
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1392680748541
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1392680749493
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1392680751585
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1392680752632
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1392680848200
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1392680852155
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1392680852365
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1392680855878
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1392680856019
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1392680864595
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1392680864596
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1392680865503
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1392680865625
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1392680872704
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1392680876376
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1392680876995
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1392680878014
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1392680879290
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1392680919863
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1392680922176
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1392680932605
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1392680933776
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1392680934630
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1392680935533
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1392680936186
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1392680940267
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1392680943055
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1392680948941
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1392680958238
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1392680966995
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1392680968045
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1392680969069
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1392680979454
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1392681034607
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1392681039043
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1392681040028
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1392681046887
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1392681048257
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1392681054284
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1392681066330
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1392681068007
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1392681068527
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1392681072095
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1392681096334
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1392681102174
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1392681103224
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1392681104083
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1392681120486
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1392681131303
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1392681134469
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1392681139462
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1392681140416
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1392681145936
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1392681238798
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1392681243369
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1392681285990
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1392681302240
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1392681355754
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1392681363001
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1392681368938
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1392681369077
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1392681369216
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1392681369573
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1392681383882
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1392681383943
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1392681385347
